id,expression,associated_with,sense
stipendium_peccati_mors_est,stipendium peccati mors est,Immanuel Kant,"Kant might interpret this phrase through the lens of moral philosophy, suggesting that the 'wages of sin' can be understood as the consequences of failing to act according to moral law. For Kant, moral actions are tied to duty, and failing to adhere to one's duty results in a form of death—specifically, a death of moral integrity and autonomy."
sub_specie_aeternitatis,sub specie aeternitatis,Baruch Spinoza,"Spinoza interpreted 'sub specie aeternitatis' as viewing things from the perspective of eternity. For him, this meant understanding the universe and our existence within it as part of a larger, timeless reality. This perspective allows one to transcend the immediate and transient nature of life, leading to a more profound understanding of existence and the divine."
sub_specie_aeternitatis,sub specie aeternitatis,Immanuel Kant,"Kant's interpretation of 'sub specie aeternitatis' relates to his ideas about the limits of human understanding. He suggested that while we can never fully grasp the 'thing-in-itself' (the noumenon), we can strive to understand our experiences and phenomena from a broader, more universal perspective. This approach encourages a moral framework that considers the implications of our actions beyond immediate consequences."
sub_specie_aeternitatis,sub specie aeternitatis,Arthur Schopenhauer,"Schopenhauer viewed 'sub specie aeternitatis' as a way to escape the suffering inherent in human existence. By contemplating life from the perspective of eternity, one can recognize the futility of desires and the transient nature of happiness. This philosophical stance encourages detachment and a focus on the eternal truths of existence rather than the fleeting pleasures of life."
sub_specie_aeternitatis,sub specie aeternitatis,Nietzsche,"Nietzsche's interpretation of 'sub specie aeternitatis' challenges the notion of an eternal perspective. He argued that life should be embraced in its immediacy and that the concept of eternity can lead to nihilism. Instead, he advocated for the affirmation of life and the creation of one's own values, suggesting that meaning is found in the here and now rather than in a distant, eternal viewpoint."
sui_generis,sui generis,Immanuel Kant,"Kant used 'sui generis' to describe the unique nature of human experience and knowledge. He argued that human cognition is distinct from other forms of knowledge, emphasizing that our understanding of the world is shaped by our own faculties and categories of thought, making it a unique and singular process."
sui_generis,sui generis,Thomas Aquinas,"Aquinas interpreted 'sui generis' in the context of natural law and moral philosophy. He posited that certain moral truths are unique to human beings, distinguishing them from other creatures. This uniqueness allows humans to engage in rational deliberation about ethics, making moral reasoning a 'sui generis' activity."
sui_generis,sui generis,Nietzsche,"Nietzsche viewed 'sui generis' as a descriptor for the individual and their will to power. He believed that each person is a unique creation, with their own values and perspectives that cannot be generalized. This interpretation emphasizes the importance of individuality and the rejection of universal moral standards."
sui_generis,sui generis,Martin Heidegger,"Heidegger employed 'sui generis' to discuss the nature of Being. He argued that the experience of Being is unique to human existence, which he termed 'Dasein.' This interpretation highlights the distinctiveness of human existence in relation to the world, suggesting that our understanding of Being cannot be reduced to mere categories or concepts."
summum_bonum,summum bonum,Aristotle,"For Aristotle, the 'summum bonum' is the ultimate goal of human life, which he identifies as eudaimonia, often translated as 'happiness' or 'flourishing'. He argues that this state is achieved through the practice of virtue and the fulfillment of one's potential, emphasizing the importance of rational activity in accordance with virtue."
